"","GEOID","NAME.x","total_pop.2010","total_HU.2010","total_vacant.2010","med_HH_Income.2010","total_White.2010","total_GradDeg.2010","vacancyPct.2010","pctWhite.2010","NAME.y","total_pop.2016","total_HU.2016","total_vacant.2016","med_HH_Income.2016","total_White.2016","total_GradDeg.2016","vacancyPct.2016","pctWhite.2016","change_med_HH_Income","change_Grad_Degree_Pct","pointBreeze"
"301","42101032100","Census Tract 321, Philadelphia County, Pennsylvania",4237,1576,67,34556,3166,22,0.04251269035533,0.747226811423177,"Census Tract 321, Philadelphia County, Pennsylvania",4259,1604,177,35996,2331,89,0.110349127182045,0.547311575487204,-2039.7892,0.0157045710805916,"REST OF PHILADELPHIA"
"302","42101032300","Census Tract 323, Philadelphia County, Pennsylvania",3060,1576,295,35518,1922,26,0.187182741116751,0.628104575163399,"Census Tract 323, Philadelphia County, Pennsylvania",3069,1580,214,40625,1984,83,0.135443037974684,0.646464646464647,1530.3374,0.018547907921722,"REST OF PHILADELPHIA"
"303","42101032500","Census Tract 325, Philadelphia County, Pennsylvania",5089,2345,341,36696,3955,83,0.145415778251599,0.77716643741403,"Census Tract 325, Philadelphia County, Pennsylvania",5767,2415,237,43704,3736,107,0.0981366459627329,0.647823825212415,3312.7128,0.00224415325704284,"REST OF PHILADELPHIA"
"304","42101032600","Census Tract 326, Philadelphia County, Pennsylvania",7103,2695,213,37057,5383,95,0.0790352504638219,0.757848796283261,"Census Tract 326, Philadelphia County, Pennsylvania",6527,2771,439,50221,4108,137,0.158426560808372,0.629385628926,9432.3601,0.00761510450929947,"REST OF PHILADELPHIA"
"305","42101032900","Census Tract 329, Philadelphia County, Pennsylvania",3993,1841,175,31250,2203,108,0.0950570342205323,0.551715502128725,"Census Tract 329, Philadelphia County, Pennsylvania",3157,1835,374,39437,2233,38,0.203814713896458,0.707317073170732,5040.125,-0.015010589088396,"REST OF PHILADELPHIA"
"306","42101033000","Census Tract 330, Philadelphia County, Pennsylvania",7666,2832,119,38670,5792,85,0.0420197740112994,0.755543960344378,"Census Tract 330, Philadelphia County, Pennsylvania",7207,2855,238,38070,5616,157,0.0833625218914186,0.779242403219093,-4494.069,0.0106964556120631,"REST OF PHILADELPHIA"
"307","42101033101","Census Tract 331.01, Philadelphia County, Pennsylvania",4679,1877,0,53938,4058,123,0,0.867279333190853,"Census Tract 331.01, Philadelphia County, Pennsylvania",4768,1893,142,57335,4257,237,0.075013206550449,0.892827181208054,-2034.5566,0.0234187075337328,"REST OF PHILADELPHIA"
"308","42101033102","Census Tract 331.02, Philadelphia County, Pennsylvania",3908,1871,253,45603,3977,440,0.135221806520577,1.01765609007165,"Census Tract 331.02, Philadelphia County, Pennsylvania",3526,1808,166,48603,3137,271,0.0918141592920354,0.889676687464549,-1592.2221,-0.0357319308357683,"REST OF PHILADELPHIA"
"309","42101033200","Census Tract 332, Philadelphia County, Pennsylvania",2899,1022,34,62778,2711,105,0.0332681017612524,0.93515005174198,"Census Tract 332, Philadelphia County, Pennsylvania",2691,1019,38,61806,2360,152,0.0372914622178607,0.876997398736529,-7293.74460000001,0.0202651922285379,"REST OF PHILADELPHIA"
"310","42101033300","Census Tract 333, Philadelphia County, Pennsylvania",3246,1718,90,41639,3417,278,0.0523864959254948,1.05268022181146,"Census Tract 333, Philadelphia County, Pennsylvania",3684,1804,17,35994,3257,246,0.00942350332594235,0.884093376764386,-9838.0473,-0.0188686250780214,"REST OF PHILADELPHIA"
"311","42101033400","Census Tract 334, Philadelphia County, Pennsylvania",4089,2080,193,42108,2844,169,0.0927884615384615,0.695524578136464,"Census Tract 334, Philadelphia County, Pennsylvania",5304,2027,151,50263,3378,253,0.0744943265910212,0.636877828054299,3914.7244,0.0063694505399654,"REST OF PHILADELPHIA"
"312","42101033500","Census Tract 335, Philadelphia County, Pennsylvania",3558,1452,92,44567,2656,96,0.0633608815426997,0.746486790331647,"Census Tract 335, Philadelphia County, Pennsylvania",4064,1462,87,52279,2047,191,0.0595075239398085,0.50369094488189,3224.1031,0.0200165812431119,"REST OF PHILADELPHIA"
"313","42101033600","Census Tract 336, Philadelphia County, Pennsylvania",6781,2901,260,50536,5534,286,0.0896242674939676,0.81610381949565,"Census Tract 336, Philadelphia County, Pennsylvania",7489,3024,183,45887,5210,489,0.060515873015873,0.695687007611163,-9737.9752,0.0231190970174631,"REST OF PHILADELPHIA"
"314","42101033701","Census Tract 337.01, Philadelphia County, Pennsylvania",5072,2372,229,27241,4272,327,0.0965430016863406,0.842271293375394,"Census Tract 337.01, Philadelphia County, Pennsylvania",5542,2328,207,31442,3959,382,0.0889175257731959,0.71436304583183,1457.8313,0.00445657593803328,"REST OF PHILADELPHIA"
"315","42101033702","Census Tract 337.02, Philadelphia County, Pennsylvania",5560,2044,84,52394,4062,433,0.0410958904109589,0.730575539568345,"Census Tract 337.02, Philadelphia County, Pennsylvania",5216,2051,109,57619,3307,300,0.053144807411019,0.634010736196319,-51.0757999999987,-0.0203623604184137,"REST OF PHILADELPHIA"
"316","42101033800","Census Tract 338, Philadelphia County, Pennsylvania",5772,2633,214,47316,4802,344,0.0812761109001139,0.831947331947332,"Census Tract 338, Philadelphia County, Pennsylvania",6260,2624,244,44770,4604,194,0.0929878048780488,0.735463258785943,-7310.7212,-0.0286076442625963,"REST OF PHILADELPHIA"
"317","42101033900","Census Tract 339, Philadelphia County, Pennsylvania",2831,1310,112,55729,2204,174,0.0854961832061069,0.778523489932886,"Census Tract 339, Philadelphia County, Pennsylvania",3413,1305,93,50509,2494,164,0.071264367816092,0.73073542338119,-10831.9103,-0.013410813248283,"REST OF PHILADELPHIA"
"318","42101034000","Census Tract 340, Philadelphia County, Pennsylvania",2918,1071,0,61037,2270,165,0,0.777930089102125,"Census Tract 340, Philadelphia County, Pennsylvania",2924,1114,74,64038,2151,161,0.066427289048474,0.735636114911081,-3145.4259,-0.00148401965628689,"REST OF PHILADELPHIA"
"319","42101034100","Census Tract 341, Philadelphia County, Pennsylvania",5924,2486,104,50000,5647,298,0.0418342719227675,0.953241053342336,"Census Tract 341, Philadelphia County, Pennsylvania",5875,2580,254,66591,5168,439,0.0984496124031008,0.879659574468085,11556,0.0244195555044751,"REST OF PHILADELPHIA"
"320","42101034200","Census Tract 342, Philadelphia County, Pennsylvania",2988,1528,139,52899,2669,301,0.0909685863874346,0.893239625167336,"Census Tract 342, Philadelphia County, Pennsylvania",3255,1646,177,49821,2555,379,0.107533414337789,0.78494623655914,-8404.9293,0.0156999734730011,"REST OF PHILADELPHIA"
"321","42101034400","Census Tract 344, Philadelphia County, Pennsylvania",7896,2697,189,78914,6847,742,0.0700778642936596,0.867147922998987,"Census Tract 344, Philadelphia County, Pennsylvania",7692,2780,85,85058,6126,669,0.0305755395683453,0.796411856474259,-1802.6398,-0.00699815226651619,"REST OF PHILADELPHIA"
"322","42101034501","Census Tract 345.01, Philadelphia County, Pennsylvania",3211,1899,162,25484,1933,89,0.0853080568720379,0.601993148551853,"Census Tract 345.01, Philadelphia County, Pennsylvania",3475,1881,33,27005,2164,200,0.0175438596491228,0.62273381294964,-1045.2388,0.0298367347853265,"REST OF PHILADELPHIA"
"323","42101034502","Census Tract 345.02, Philadelphia County, Pennsylvania",5077,2524,315,40479,3244,290,0.124801901743265,0.638960015757337,"Census Tract 345.02, Philadelphia County, Pennsylvania",4984,2576,208,42114,3372,430,0.0807453416149068,0.676565008025682,-2441.2353,0.0291557368056805,"REST OF PHILADELPHIA"
"324","42101034600","Census Tract 346, Philadelphia County, Pennsylvania",2117,1263,95,33981,1314,151,0.0752177355502771,0.620689655172414,"Census Tract 346, Philadelphia County, Pennsylvania",2664,1302,87,44205,1500,277,0.0668202764976959,0.563063063063063,6802.1133,0.0326516289553607,"REST OF PHILADELPHIA"
"325","42101034701","Census Tract 347.01, Philadelphia County, Pennsylvania",6462,2482,70,45800,4228,193,0.0282030620467365,0.654286598576292,"Census Tract 347.01, Philadelphia County, Pennsylvania",6374,2535,36,53742,4478,373,0.0142011834319527,0.702541575149043,3329.94,0.0286520691019119,"REST OF PHILADELPHIA"
"326","42101034702","Census Tract 347.02, Philadelphia County, Pennsylvania",4095,1438,9,69981,3820,344,0.0062586926286509,0.932844932844933,"Census Tract 347.02, Philadelphia County, Pennsylvania",3943,1462,33,70020,3009,245,0.0225718194254446,0.763124524473751,-7008.0867,-0.0218694541291549,"REST OF PHILADELPHIA"
"327","42101034801","Census Tract 348.01, Philadelphia County, Pennsylvania",4139,1892,10,42470,3675,82,0.00528541226215645,0.887895626963035,"Census Tract 348.01, Philadelphia County, Pennsylvania",4439,1978,114,47368,3919,111,0.057633973710819,0.882856499211534,621.271000000001,0.00519408321581954,"REST OF PHILADELPHIA"
"328","42101034802","Census Tract 348.02, Philadelphia County, Pennsylvania",5566,2281,119,52383,3918,257,0.052170100832968,0.703916636722961,"Census Tract 348.02, Philadelphia County, Pennsylvania",5514,2178,168,41125,3816,143,0.0771349862258953,0.692056583242655,-16532.9681,-0.0202392081776358,"REST OF PHILADELPHIA"
"329","42101034803","Census Tract 348.03, Philadelphia County, Pennsylvania",4702,1760,66,56667,4170,213,0.0375,0.886856656741812,"Census Tract 348.03, Philadelphia County, Pennsylvania",4249,1634,103,56394,3463,160,0.0630354957160343,0.81501529771711,-5979.3669,-0.00764395335495158,"REST OF PHILADELPHIA"
"330","42101034900","Census Tract 349, Philadelphia County, Pennsylvania",6140,2675,591,37923,4541,88,0.220934579439252,0.73957654723127,"Census Tract 349, Philadelphia County, Pennsylvania",5427,2194,135,45503,3535,119,0.0615314494074749,0.651372765800627,3761.1539,0.00759515247984952,"REST OF PHILADELPHIA"
"331","42101035100","Census Tract 351, Philadelphia County, Pennsylvania",3332,2302,354,45536,3409,272,0.15377932232841,1.02310924369748,"Census Tract 351, Philadelphia County, Pennsylvania",3872,2519,278,53463,3738,448,0.110361254466058,0.965392561983471,3341.5248,0.0340698262776185,"REST OF PHILADELPHIA"
"332","42101035200","Census Tract 352, Philadelphia County, Pennsylvania",4415,1725,16,67386,4126,164,0.00927536231884058,0.934541336353341,"Census Tract 352, Philadelphia County, Pennsylvania",3768,1789,189,65511,3603,201,0.105645612073784,0.956210191082803,-8660.7702,0.0161978561793538,"REST OF PHILADELPHIA"
"333","42101035301","Census Tract 353.01, Philadelphia County, Pennsylvania",5735,2007,33,63841,5296,168,0.0164424514200299,0.923452484742807,"Census Tract 353.01, Philadelphia County, Pennsylvania",5306,2042,58,69405,4746,331,0.0284035259549461,0.894459102902375,-864.788700000005,0.0330883988812323,"REST OF PHILADELPHIA"
"334","42101035302","Census Tract 353.02, Philadelphia County, Pennsylvania",4805,1976,120,55172,4021,124,0.0607287449392713,0.836836628511967,"Census Tract 353.02, Philadelphia County, Pennsylvania",4376,2000,61,51577,3887,289,0.0305,0.888254113345521,-9150.8204,0.0402355959190895,"REST OF PHILADELPHIA"
"335","42101035500","Census Tract 355, Philadelphia County, Pennsylvania",7495,3036,171,52885,6452,461,0.0563241106719368,0.860840560373582,"Census Tract 355, Philadelphia County, Pennsylvania",6961,2999,164,46594,5388,382,0.0546848949649883,0.774026720298808,-11616.5195,-0.00663049896119033,"REST OF PHILADELPHIA"
"336","42101035601","Census Tract 356.01, Philadelphia County, Pennsylvania",5158,2364,97,50518,4330,275,0.0410321489001692,0.839472663823187,"Census Tract 356.01, Philadelphia County, Pennsylvania",5183,2488,181,47003,4458,469,0.0727491961414791,0.860119621840633,-8602.1626,0.0371728958206419,"REST OF PHILADELPHIA"
"337","42101035602","Census Tract 356.02, Philadelphia County, Pennsylvania",3532,1277,45,68523,2942,435,0.0352388410336727,0.832955832389581,"Census Tract 356.02, Philadelphia County, Pennsylvania",3239,1310,83,67083,2070,339,0.0633587786259542,0.63908613769682,-8340.26610000001,-0.0184977502039309,"REST OF PHILADELPHIA"
"338","42101035701","Census Tract 357.01, Philadelphia County, Pennsylvania",4730,2105,175,38237,3214,270,0.0831353919239905,0.679492600422833,"Census Tract 357.01, Philadelphia County, Pennsylvania",4562,1954,68,31719,2415,225,0.0348004094165814,0.529373081981587,-10368.4659,-0.00776197895474427,"REST OF PHILADELPHIA"
"339","42101035702","Census Tract 357.02, Philadelphia County, Pennsylvania",3695,1796,320,39597,2820,235,0.178173719376392,0.76319350473613,"Census Tract 357.02, Philadelphia County, Pennsylvania",4239,1825,145,36231,3340,294,0.0794520547945206,0.787921679641425,-7353.4179,0.00575652145599483,"REST OF PHILADELPHIA"
"340","42101035800","Census Tract 358, Philadelphia County, Pennsylvania",6155,2301,79,62621,5026,526,0.0343328987396784,0.816571892770106,"Census Tract 358, Philadelphia County, Pennsylvania",6749,2333,85,55108,5227,473,0.0364337762537505,0.774485108905023,-13818.9347,-0.015374519485331,"REST OF PHILADELPHIA"
"341","42101035900","Census Tract 359, Philadelphia County, Pennsylvania",5263,2168,125,51128,4360,380,0.0576568265682657,0.828424852745582,"Census Tract 359, Philadelphia County, Pennsylvania",5070,2239,46,55082,4014,371,0.0205448861098705,0.791715976331361,-1194.5896,0.000973376341329685,"REST OF PHILADELPHIA"
"342","42101036000","Census Tract 360, Philadelphia County, Pennsylvania",2377,1128,153,59304,2524,161,0.13563829787234,1.06184265881363,"Census Tract 360, Philadelphia County, Pennsylvania",2733,1174,97,53708,1853,249,0.0826235093696763,0.678009513355287,-11567.9128,0.0233762359457424,"REST OF PHILADELPHIA"
"343","42101036100","Census Tract 361, Philadelphia County, Pennsylvania",4272,1607,90,51432,3133,70,0.0560049782202862,0.733380149812734,"Census Tract 361, Philadelphia County, Pennsylvania",3752,1606,321,66607,3050,161,0.199875466998755,0.812899786780384,9995.7976,0.0265246799709319,"REST OF PHILADELPHIA"
"344","42101036201","Census Tract 362.01, Philadelphia County, Pennsylvania",4752,2076,78,50960,4111,150,0.0375722543352601,0.865109427609428,"Census Tract 362.01, Philadelphia County, Pennsylvania",4773,2126,215,55927,4187,192,0.101128880526811,0.877226063272575,-164.671999999999,0.00866061621875575,"REST OF PHILADELPHIA"
"345","42101036202","Census Tract 362.02, Philadelphia County, Pennsylvania",6216,2372,150,61513,5310,93,0.0632377740303541,0.854247104247104,"Census Tract 362.02, Philadelphia County, Pennsylvania",5956,2442,82,51579,5242,326,0.0335790335790336,0.880120886501007,-16128.3591,0.039773331328066,"REST OF PHILADELPHIA"
"346","42101036203","Census Tract 362.03, Philadelphia County, Pennsylvania",4470,1894,156,47014,4157,186,0.0823653643083421,0.929977628635347,"Census Tract 362.03, Philadelphia County, Pennsylvania",5472,1921,82,68785,5132,203,0.0426861009890682,0.937865497076023,17036.6902,-0.00451278503865929,"REST OF PHILADELPHIA"
"347","42101036301","Census Tract 363.01, Philadelphia County, Pennsylvania",3874,1405,113,54569,3329,118,0.0804270462633452,0.859318533815178,"Census Tract 363.01, Philadelphia County, Pennsylvania",3454,1362,68,64107,2793,185,0.0499265785609398,0.80862767805443,4042.9017,0.0231016151804422,"REST OF PHILADELPHIA"
"348","42101036302","Census Tract 363.02, Philadelphia County, Pennsylvania",3307,1339,129,60000,2626,87,0.0963405526512323,0.794073178107046,"Census Tract 363.02, Philadelphia County, Pennsylvania",3440,1353,185,47267,2303,83,0.136733185513673,0.669476744186047,-18775,-0.00217992489504293,"REST OF PHILADELPHIA"
"349","42101036303","Census Tract 363.03, Philadelphia County, Pennsylvania",6617,2425,137,62147,6423,234,0.0564948453608247,0.970681577754269,"Census Tract 363.03, Philadelphia County, Pennsylvania",6052,2477,177,59462,5600,233,0.0714574081550262,0.92531394580304,-8943.2029,0.0031362117704193,"REST OF PHILADELPHIA"
"350","42101036400","Census Tract 364, Philadelphia County, Pennsylvania",36,13,0,NA,282,0,0,7.83333333333333,"Census Tract 364, Philadelphia County, Pennsylvania",293,155,0,56719,565,60,0,1.92832764505119,NA,0.204778156996587,"REST OF PHILADELPHIA"
"351","42101036501","Census Tract 365.01, Philadelphia County, Pennsylvania",5246,2291,134,47960,4908,440,0.0584897424705369,0.935569958063286,"Census Tract 365.01, Philadelphia County, Pennsylvania",4889,2357,125,42661,4162,394,0.0530335171828596,0.851298834117406,-10128.572,-0.00328434985227131,"REST OF PHILADELPHIA"
"352","42101036502","Census Tract 365.02, Philadelphia County, Pennsylvania",3772,1503,219,69939,3630,84,0.145708582834331,0.962354188759279,"Census Tract 365.02, Philadelphia County, Pennsylvania",4116,1446,35,77443,3755,260,0.0242047026279391,0.912293488824101,461.142699999997,0.0408987712643003,"REST OF PHILADELPHIA"
"353","42101036600","Census Tract 366, Philadelphia County, Pennsylvania",1327,1020,317,130139,1040,324,0.31078431372549,0.783722682743029,"Census Tract 366, Philadelphia County, Pennsylvania",1924,1481,415,101447,1308,827,0.280216070222822,0.67983367983368,-41796.9973,0.185673920979121,"REST OF PHILADELPHIA"
"354","42101036700","Census Tract 367, Philadelphia County, Pennsylvania",2244,1417,222,67875,1589,391,0.15666901905434,0.708110516934046,"Census Tract 367, Philadelphia County, Pennsylvania",3003,1660,160,94914,2290,896,0.0963855421686747,0.762570762570763,20203.9875,0.124125874125874,"REST OF PHILADELPHIA"
"355","42101036900","Census Tract 369, Philadelphia County, Pennsylvania",1214,750,33,33631,2871,485,0.044,2.36490939044481,"Census Tract 369, Philadelphia County, Pennsylvania",1530,674,113,44464,3345,345,0.167655786350148,2.18627450980392,7446.3583,-0.174015569984172,"REST OF PHILADELPHIA"
"356","42101037200","Census Tract 372, Philadelphia County, Pennsylvania",4140,1844,136,43154,3380,169,0.0737527114967462,0.816425120772947,"Census Tract 372, Philadelphia County, Pennsylvania",4572,1881,145,57955,3019,194,0.0770866560340245,0.660323709536308,10455.3922,0.00161093993685572,"REST OF PHILADELPHIA"
"357","42101037300","Census Tract 373, Philadelphia County, Pennsylvania",4323,2075,163,50423,3713,379,0.0785542168674699,0.858894286375202,"Census Tract 373, Philadelphia County, Pennsylvania",5783,2568,141,78209,5088,587,0.0549065420560748,0.879820162545392,22708.4039,0.0138338103550697,"REST OF PHILADELPHIA"
"358","42101037500","Census Tract 375, Philadelphia County, Pennsylvania",3497,1611,113,70157,2473,824,0.0701427684667908,0.707177580783529,"Census Tract 375, Philadelphia County, Pennsylvania",3823,1532,147,67736,1838,803,0.0959530026109661,0.48077426105153,-9485.80990000001,-0.0255860727677271,"REST OF PHILADELPHIA"
"359","42101037600","Census Tract 376, Philadelphia County, Pennsylvania",1529,1080,227,47578,754,378,0.210185185185185,0.493132766514061,"Census Tract 376, Philadelphia County, Pennsylvania",2555,1303,83,47632,1469,430,0.0636991557943208,0.574951076320939,-4737.1046,-0.078922949525098,"REST OF PHILADELPHIA"
"360","42101037700","Census Tract 377, Philadelphia County, Pennsylvania",3468,1528,197,13003,2183,58,0.128926701570681,0.629469434832757,"Census Tract 377, Philadelphia County, Pennsylvania",3568,1545,461,28452,1945,12,0.298381877022654,0.54512331838565,14139.5979,-0.0133611080939894,"REST OF PHILADELPHIA"
"361","42101037800","Census Tract 378, Philadelphia County, Pennsylvania",2063,1142,286,37135,1722,56,0.250437828371278,0.834706737760543,"Census Tract 378, Philadelphia County, Pennsylvania",2614,1153,111,52500,2164,188,0.0962705984388552,0.827850038255547,11625.5055,0.0447754939008085,"REST OF PHILADELPHIA"
"362","42101037900","Census Tract 379, Philadelphia County, Pennsylvania",4493,2220,232,37753,4181,148,0.104504504504505,0.930558646783886,"Census Tract 379, Philadelphia County, Pennsylvania",5423,2365,321,51204,5235,282,0.135729386892178,0.96533284160059,9649.2729,0.0190606085094198,"REST OF PHILADELPHIA"
"363","42101038000","Census Tract 380, Philadelphia County, Pennsylvania",2415,924,89,37702,2022,36,0.0963203463203463,0.837267080745342,"Census Tract 380, Philadelphia County, Pennsylvania",2434,948,131,41202,1944,76,0.138185654008439,0.798685291700904,-296.591399999998,0.0163174898053966,"REST OF PHILADELPHIA"
"364","42101038100","Census Tract 381, Philadelphia County, Pennsylvania",521,345,56,16192,231,8,0.16231884057971,0.443378119001919,"Census Tract 381, Philadelphia County, Pennsylvania",750,327,30,31875,518,7,0.0917431192660551,0.690666666666667,14052.4656,-0.00602175303902751,"REST OF PHILADELPHIA"
"365","42101038200","Census Tract 382, Philadelphia County, Pennsylvania",2725,1029,127,23413,1467,0,0.123420796890185,0.538348623853211,"Census Tract 382, Philadelphia County, Pennsylvania",2565,1058,138,26667,1601,29,0.130434782608696,0.624171539961014,896.3109,0.0113060428849903,"REST OF PHILADELPHIA"
"366","42101038300","Census Tract 383, Philadelphia County, Pennsylvania",3131,1121,194,21902,363,9,0.173059768064228,0.115937400191632,"Census Tract 383, Philadelphia County, Pennsylvania",3201,1162,142,23382,1085,0,0.122203098106713,0.338956576069978,-725.5314,-0.00287448099648675,"REST OF PHILADELPHIA"
"367","42101038400","Census Tract 384, Philadelphia County, Pennsylvania",2396,939,37,76071,2259,336,0.0394036208732694,0.942821368948247,"Census Tract 384, Philadelphia County, Pennsylvania",2438,981,35,84519,2034,400,0.035677879714577,0.834290401968827,787.650299999994,0.0238351860703031,"REST OF PHILADELPHIA"
"368","42101038500","Census Tract 385, Philadelphia County, Pennsylvania",1603,918,162,85481,1578,596,0.176470588235294,0.984404242046163,"Census Tract 385, Philadelphia County, Pennsylvania",1758,933,54,86058,1592,662,0.0578778135048231,0.905574516496018,-8030.93670000001,0.00476140796870483,"REST OF PHILADELPHIA"
"369","42101038600","Census Tract 386, Philadelphia County, Pennsylvania",1354,578,0,88780,1193,469,0,0.88109305760709,"Census Tract 386, Philadelphia County, Pennsylvania",1410,606,7,145104,1160,602,0.0115511551155116,0.822695035460993,47383.854,0.080569261552322,"REST OF PHILADELPHIA"
"370","42101038700","Census Tract 387, Philadelphia County, Pennsylvania",1664,718,33,95083,2040,451,0.0459610027855153,1.22596153846154,"Census Tract 387, Philadelphia County, Pennsylvania",1678,700,55,137386,2043,602,0.0785714285714286,1.21752085816448,32728.1419,0.0877267752360869,"REST OF PHILADELPHIA"
"371","42101038800","Census Tract 388, Philadelphia County, Pennsylvania",3528,1840,183,73194,2206,1123,0.0994565217391304,0.625283446712018,"Census Tract 388, Philadelphia County, Pennsylvania",3802,1857,117,74886,2321,1169,0.0630048465266559,0.610468174644924,-5678.6358,-0.0108409048346675,"REST OF PHILADELPHIA"
"372","42101038900","Census Tract 389, Philadelphia County, Pennsylvania",2708,1387,328,47550,75,146,0.236481614996395,0.0276957163958641,"Census Tract 389, Philadelphia County, Pennsylvania",2791,1380,110,34674,340,225,0.0797101449275362,0.121820136151917,-17664.285,0.0267019386538393,"REST OF PHILADELPHIA"
"373","42101039000","Census Tract 390, Philadelphia County, Pennsylvania",8240,2828,316,35036,2579,147,0.111739745403112,0.312985436893204,"Census Tract 390, Philadelphia County, Pennsylvania",9234,2940,230,31063,1838,254,0.0782312925170068,0.199047000216591,-7501.1252,0.00966723337770292,"REST OF PHILADELPHIA"
"374","42101980000","Census Tract 9800, Philadelphia County, Pennsylvania",677,275,69,9286,268,8,0.250909090909091,0.395864106351551,"Census Tract 9800, Philadelphia County, Pennsylvania",154,80,0,64375,588,57,0,3.81818181818182,54153.8998,0.358313031134301,"REST OF PHILADELPHIA"
"375","42101980100","Census Tract 9801, Philadelphia County, Pennsylvania",67,39,0,45114,67,18,0,1,"Census Tract 9801, Philadelphia County, Pennsylvania",107,56,0,92500,107,28,0,1,42843.0202,-0.00697447342725627,"REST OF PHILADELPHIA"
"376","42101980200","Census Tract 9802, Philadelphia County, Pennsylvania",281,186,0,31667,384,120,0,1.36654804270463,"Census Tract 9802, Philadelphia County, Pennsylvania",366,121,0,113021,624,34,0,1.70491803278689,78165.1331,-0.334150088481808,"REST OF PHILADELPHIA"
"377","42101980300","Census Tract 9803, Philadelphia County, Pennsylvania",0,0,0,NA,0,0,NA,NA,"Census Tract 9803, Philadelphia County, Pennsylvania",0,0,0,NA,0,0,NA,NA,NA,NA,"REST OF PHILADELPHIA"
"378","42101980400","Census Tract 9804, Philadelphia County, Pennsylvania",0,0,0,NA,0,0,NA,NA,"Census Tract 9804, Philadelphia County, Pennsylvania",0,0,0,NA,0,0,NA,NA,NA,NA,"REST OF PHILADELPHIA"
"379","42101980500","Census Tract 9805, Philadelphia County, Pennsylvania",0,0,0,NA,0,0,NA,NA,"Census Tract 9805, Philadelphia County, Pennsylvania",0,0,0,NA,0,0,NA,NA,NA,NA,"REST OF PHILADELPHIA"
"380","42101980600","Census Tract 9806, Philadelphia County, Pennsylvania",92,51,0,90156,50,0,0,0.543478260869565,"Census Tract 9806, Philadelphia County, Pennsylvania",0,0,0,NA,0,0,NA,NA,NA,NA,"REST OF PHILADELPHIA"
"381","42101980700","Census Tract 9807, Philadelphia County, Pennsylvania",0,0,0,NA,0,0,NA,NA,"Census Tract 9807, Philadelphia County, Pennsylvania",0,0,0,NA,0,0,NA,NA,NA,NA,"REST OF PHILADELPHIA"
"382","42101980800","Census Tract 9808, Philadelphia County, Pennsylvania",0,0,0,NA,0,0,NA,NA,"Census Tract 9808, Philadelphia County, Pennsylvania",0,0,0,NA,0,0,NA,NA,NA,NA,"REST OF PHILADELPHIA"
"383","42101980900","Census Tract 9809, Philadelphia County, Pennsylvania",0,0,0,NA,0,0,NA,NA,"Census Tract 9809, Philadelphia County, Pennsylvania",4,4,0,NA,4,0,0,1,NA,NA,"REST OF PHILADELPHIA"
"384","42101989100","Census Tract 9891, Philadelphia County, Pennsylvania",0,0,0,NA,1089,7,NA,Inf,"Census Tract 9891, Philadelphia County, Pennsylvania",0,0,0,NA,568,0,NA,Inf,NA,NA,"REST OF PHILADELPHIA"
