,X,X1,tract,Asian18,Black18,White18,Other18,Asian13,Black13,White13,Other13,med_income2018,med_income2013,Hispanic13,Hispanic18,chasian,chblack,chwhite,chincome,chhisp,minor_pop_pct
66,66,66,30.16,0.134615385,0,0.865384615,0,0.072727273,0,0.890909091,0.036363636,142.5,136,0.018181818,0.019230769,6.188811189,0,-2.552447552,650,0.104895105,24.4
67,67,67,30.17,0,0.016949153,0.881355932,0.101694915,0.030769231,0.046153846,0.646153846,0.276923077,132,114,0.030769231,0.016949153,-3.076923077,-2.920469361,23.5202086,1800,-1.382007823,17.94
68,68,68,30.18,0.068181818,0.090909091,0.75,0.090909091,0.0625,0,0.9375,0,132.5,118.5,0,0,0.568181818,9.090909091,-18.75,1400,0,22.83
69,69,69,31.02,0.06185567,0.010309278,0.793814433,0.134020619,0.014925373,0.059701493,0.820895522,0.104477612,95,69,0.074626866,0.041237113,4.693029697,-4.939221419,-2.70810894,2600,-3.338975227,44.29
70,70,70,31.03,0.014925373,0.02238806,0.873134328,0.089552239,0.060344828,0,0.862068966,0.077586207,90.5,65.5,0.034482759,0.007462687,-4.541945445,2.23880597,1.106536284,2500,-2.702007205,27.5
71,71,71,31.05,0.054945055,0.065934066,0.736263736,0.142857143,0.080645161,0.016129032,0.838709677,0.064516129,96,81.5,0.016129032,0.032967033,-2.570010635,4.980503368,-10.24459412,1450,1.683800071,8.95
72,72,72,31.06,0.12,0.024,0.744,0.112,0.06504065,0.06504065,0.764227642,0.097560976,91,79,0.06504065,0.016,5.495934959,-4.104065041,-2.022764228,1200,-4.904065041,57.11
73,73,73,31.08,0,0.03030303,0.878787879,0.090909091,0,0.047619048,0.857142857,0.047619048,67,53,0.047619048,0.090909091,0,-1.731601732,2.164502165,1400,4.329004329,65.39
74,74,74,32.01,0.034482759,0,0.827586207,0.137931034,0.037037037,0,0.925925926,0.037037037,90,56,0,0,-0.255427842,0,-9.833971903,3400,0,56.37
75,75,75,32.03,0.035714286,0.035714286,0.857142857,0.071428571,0.033333333,0,0.766666667,0.2,114.5,76,0.066666667,0,0.238095238,3.571428571,9.047619048,3850,-6.666666667,48.25
76,76,76,32.04,0.011904762,0,0.797619048,0.19047619,0.082191781,0,0.835616438,0.082191781,119.5,90,0.054794521,0.035714286,-7.028701892,0,-3.799739074,2950,-1.908023483,21.71
77,77,77,33,0.064814815,0.018518519,0.796296296,0.12037037,0.035714286,0,0.910714286,0.053571429,167,80,0,0.018518519,2.91005291,1.851851852,-11.44179894,8700,1.851851852,28.91
78,78,78,34,0.041666667,0.011904762,0.767857143,0.178571429,0.033557047,0,0.872483221,0.093959732,161.5,128,0.026845638,0.017857143,0.810961969,1.19047619,-10.46260786,3350,-0.898849473,3.95
79,79,79,35,0,0.015625,0.828125,0.15625,0.054054054,0,0.918918919,0.027027027,165.5,161,0.054054054,0.03125,-5.405405405,1.5625,-9.079391892,450,-2.280405405,10.79
80,80,80,36,0.017857143,0,0.875,0.107142857,0.05,0,0.85,0.1,92.5,94,0,0.017857143,-3.214285714,0,2.5,-150,1.785714286,80.15
81,81,81,37,0,0.05,0.8,0.15,1,0,0,0,95.5,55,0,0.05,-100,5,80,4050,5,73.08
82,82,82,38.02,0.03125,0.21875,0.5625,0.1875,0,0.5,0.5,0,98,39,0,0.09375,3.125,-28.125,6.25,5900,9.375,95.43
83,83,83,38.05,0.206185567,0.134020619,0.639175258,0.020618557,0.2,0.4,0.4,0,90,39,0.2,0.041237113,0.618556701,-26.59793814,23.91752577,5100,-15.87628866,73.98
84,84,84,38.06,0.032786885,0.114754098,0.754098361,0.081967213,0.052631579,0.157894737,0.789473684,0,57,44,0.526315789,0.245901639,-1.98446937,-4.314063848,-3.537532355,1300,-28.04141501,81.3
85,85,85,38.07,0,0.333333333,0.388888889,0.277777778,0,0.333333333,0.666666667,0,54,34,0.444444444,0.222222222,0,0,-27.77777778,2000,-22.22222222,94.12
86,86,86,38.08,0,0,1,0,0.214285714,0.357142857,0.357142857,0.071428571,38.5,34.5,0.071428571,0,-21.42857143,-35.71428571,64.28571429,400,-7.142857143,95.93
87,87,87,39.02,0,0.4,0.55,0.05,NA,NA,NA,NA,36.5,NA,NA,0.35,NA,NA,NA,NA,NA,99.1
88,88,88,39.03,0,0.285714286,0.714285714,0,NA,NA,NA,NA,88,NA,NA,0.285714286,NA,NA,NA,NA,NA,94.98
89,89,89,40,0.05,0.25,0.45,0.25,0,1,0,0,61,27,0,0.2,5,-75,45,3400,20,77.31
90,90,90,41,0.02,0.06,0.77,0.15,0,0.090909091,0.681818182,0.227272727,115.5,70,0,0.01,2,-3.090909091,8.818181818,4550,1,63.04
91,91,91,42,0,0.5,0.363636364,0.136363636,0,0,1,0,57.5,20,0,0.045454545,0,50,-63.63636364,3750,4.545454545,88.35
92,92,92,43.02,0.073170732,0.195121951,0.609756098,0.12195122,0,0.333333333,0.5,0.166666667,47,42,0,0.268292683,7.317073171,-13.82113821,10.97560976,500,26.82926829,80.13
93,93,93,43.03,0.033333333,0.466666667,0.366666667,0.133333333,0.1,0.3,0.4,0.2,46.5,35.5,0.1,0.3,-6.666666667,16.66666667,-3.333333333,1100,20,73.17
94,94,94,43.04,0.088235294,0.382352941,0.411764706,0.117647059,0,0.625,0.3125,0.0625,42.5,34.5,0.3125,0.352941176,8.823529412,-24.26470588,9.926470588,800,4.044117647,79.15
95,95,95,43.05,0,0.321428571,0.5,0.178571429,0,0.545454545,0.454545455,0,48,27,0.363636364,0.392857143,0,-22.4025974,4.545454545,2100,2.922077922,91.41
96,96,96,44,0.071428571,0.571428571,0.232142857,0.125,0.117647059,0.470588235,0.352941176,0.058823529,43.5,35,0.117647059,0.142857143,-4.621848739,10.08403361,-12.07983193,850,2.521008403,90.59
97,97,97,45,0,0.28,0.64,0.08,0,0.090909091,0.636363636,0.272727273,99,75,0,0,0,18.90909091,0.363636364,2400,0,93.07
98,98,98,46,0,0.384615385,0.538461538,0.076923077,NA,NA,NA,NA,59,NA,NA,0.384615385,NA,NA,NA,NA,NA,96.33
99,99,99,47,0,0,0.8,0.2,0,0.5,0.5,0,110,134,0,0,0,-50,30,-2400,0,79.61
100,100,100,48,0,0.4375,0.375,0.1875,0,1,0,0,77.5,53,0,0.125,0,-56.25,37.5,2450,12.5,98.81
101,101,101,49,0,0.333333333,0.666666667,0,0,0,1,0,80,38,0,0,0,33.33333333,-33.33333333,4200,0,94.27
102,102,102,50,0,0.12,0.76,0.12,0.033333333,0.133333333,0.766666667,0.066666667,103,85.5,0,0.04,-3.333333333,-1.333333333,-0.666666667,1750,4,94.86
103,103,103,51,0,0.476190476,0.428571429,0.095238095,0,0,1,0,37,26,0,0.047619048,0,47.61904762,-57.14285714,1100,4.761904762,95.12
104,104,104,52,0,0.333333333,0.555555556,0.111111111,0,0.2,0.8,0,88,56,0,0.222222222,0,13.33333333,-24.44444444,3200,22.22222222,89.58
105,105,105,53.01,0,0.294117647,0.588235294,0.117647059,0,0.272727273,0.636363636,0,43,47,0.181818182,0.117647059,0,2.139037433,-4.812834225,-400,-6.417112299,90.71
106,106,106,53.05,0.043478261,0.217391304,0.52173913,0.217391304,0,0.5,0.5,0,49,20.5,0.5,0.304347826,4.347826087,-28.26086957,2.173913043,2850,-19.56521739,94.2
107,107,107,53.06,0,0.454545455,0.363636364,0.181818182,NA,NA,NA,NA,59,NA,NA,0.090909091,NA,NA,NA,NA,NA,93.92
108,108,108,53.07,0,0.357142857,0.357142857,0.285714286,0,0.666666667,0.333333333,0,40.5,32,0,0.428571429,0,-30.95238095,2.380952381,850,42.85714286,96.15
109,109,109,53.08,0.142857143,0.428571429,0.142857143,0.285714286,NA,NA,NA,NA,38,NA,NA,0,NA,NA,NA,NA,NA,95.07
110,110,110,54.01,0.019417476,0.59223301,0.252427184,0.13592233,0.033333333,0.666666667,0.266666667,0.033333333,44,35,0.1,0.145631068,-1.391585761,-7.443365696,-1.42394822,900,4.563106796,95.32
111,111,111,54.03,0.052631579,0.289473684,0.552631579,0.078947368,0,0.352941176,0.647058824,0,54,34,0.294117647,0.184210526,5.263157895,-6.346749226,-9.442724458,2000,-10.99071207,87.45
112,112,112,54.04,0,0.555555556,0.305555556,0.111111111,0,0.5,0.25,0.25,48.5,35.5,0.125,0.222222222,0,5.555555556,5.555555556,1300,9.722222222,84.04
113,113,113,55.08,0.042253521,0.267605634,0.521126761,0.169014085,0.035714286,0.267857143,0.607142857,0.071428571,79,65.5,0.053571429,0.056338028,0.653923541,-0.025150905,-8.601609658,1350,0.27665996,37.94
114,114,114,55.09,0.072289157,0.429718876,0.413654618,0.084337349,0.044444444,0.322222222,0.544444444,0.077777778,72,58,0.066666667,0.084337349,2.784471218,10.74966533,-13.0789826,1400,1.767068273,57.03
115,115,115,55.1,0.047244094,0.677165354,0.188976378,0.070866142,0,0.632653061,0.367346939,0,46,38,0.224489796,0.125984252,4.724409449,4.451229311,-17.83705608,800,-9.850554395,84.7
116,116,116,55.11,0.032258065,0.596774194,0.258064516,0.096774194,0.038461538,0.384615385,0.423076923,0.153846154,53,52.5,0,0.096774194,-0.620347395,21.21588089,-16.50124069,50,9.677419355,71.27
117,117,117,55.12,0.051948052,0.467532468,0.350649351,0.12987013,0.03030303,0.333333333,0.515151515,0.121212121,57,42,0.060606061,0.168831169,2.164502165,13.41991342,-16.45021645,1500,10.82251082,81.4
118,118,118,55.13,0.016393443,0.262295082,0.606557377,0.114754098,0.031746032,0.253968254,0.634920635,0.079365079,74,71,0.015873016,0.180327869,-1.535258912,0.8326828,-2.836325787,300,16.4454853,55.98
119,119,119,55.14,0.023529412,0.376470588,0.458823529,0.141176471,0.068965517,0.327586207,0.534482759,0.068965517,73,69.5,0.034482759,0.035294118,-4.543610548,4.888438134,-7.565922921,350,0.081135903,52.05
120,120,120,55.15,0.073529412,0.205882353,0.602941176,0.102941176,0.117647059,0.147058824,0.705882353,0.029411765,64.5,59.5,0.029411765,0.088235294,-4.411764706,5.882352941,-10.29411765,500,5.882352941,32.99
121,121,121,55.16,0.095238095,0.19047619,0.619047619,0.095238095,0,0.0625,0.8125,0.125,92.5,60,0,0.095238095,9.523809524,12.79761905,-19.3452381,3250,9.523809524,27.86
122,122,122,55.17,0.03030303,0.303030303,0.555555556,0.101010101,0.026315789,0.184210526,0.684210526,0.105263158,83,65.5,0.026315789,0.090909091,0.398724083,11.88197767,-12.86549708,1750,6.459330144,40.75
123,123,123,55.18,0.12244898,0.367346939,0.346938776,0.163265306,0.01754386,0.421052632,0.526315789,0.035087719,70,51,0.122807018,0.020408163,10.49051199,-5.37056928,-17.9377014,1900,-10.23988543,58.04
124,124,124,55.19,0.010989011,0.230769231,0.604395604,0.142857143,0.016393443,0.114754098,0.754098361,0.114754098,72,68,0.016393443,0.120879121,-0.540443163,11.60151324,-14.97027563,400,10.44856783,50.41
125,125,125,55.2,0.196078431,0.431372549,0.294117647,0.078431373,0.166666667,0.361111111,0.416666667,0.055555556,96,83.5,0.055555556,0.098039216,2.941176471,7.026143791,-12.25490196,1250,4.248366013,76.86
126,126,126,55.21,0.058823529,0.376470588,0.458823529,0.105882353,0.051282051,0.602564103,0.294871795,0.025641026,70,55,0.064102564,0.011764706,0.754147813,-22.60935143,16.39517345,1500,-5.233785822,68.08
127,127,127,55.22,0.068965517,0.448275862,0.344827586,0.137931034,0.045454545,0.545454545,0.318181818,0.045454545,66,49,0.090909091,0.103448276,2.351097179,-9.717868339,2.664576803,1700,1.253918495,77.82
128,128,128,55.23,0.166666667,0,0.833333333,0,0,0.333333333,0.666666667,0,113,72,0,0,16.66666667,-33.33333333,16.66666667,4100,0,68.63
129,129,129,55.24,0.041666667,0.402777778,0.333333333,0.194444444,0.066666667,0.533333333,0.4,0,53,40,0.133333333,0.236111111,-2.5,-13.05555556,-6.666666667,1300,10.27777778,84.31
130,130,130,56.04,0.1,0.4,0.3,0.2,0,0.571428571,0.428571429,0,51.5,51,0,0.2,10,-17.14285714,-12.85714286,50,20,44.97
131,131,131,56.05,0.069767442,0.511627907,0.325581395,0.093023256,0,0.461538462,0.461538462,0.076923077,46,35,0,0.139534884,6.976744186,5.008944544,-13.59570662,1100,13.95348837,59.71
132,132,132,56.1,0,0.392857143,0.392857143,0.214285714,0.066666667,0.2,0.733333333,0,49,44,0,0.178571429,-6.666666667,19.28571429,-34.04761905,500,17.85714286,67.27
133,133,133,56.11,0.069767442,0.348837209,0.465116279,0.11627907,0,0.52173913,0.391304348,0.086956522,55,44,0.043478261,0.255813953,6.976744186,-17.29019211,7.381193124,1100,21.23356926,59.69
134,134,134,56.12,0.070707071,0.363636364,0.444444444,0.111111111,0.028169014,0.563380282,0.352112676,0.056338028,52,46,0.084507042,0.191919192,4.253805662,-19.97439181,9.233176839,600,10.74121497,78.78
135,135,135,56.13,0.038461538,0.596153846,0.307692308,0.057692308,0.08,0.58,0.18,0.14,70,55.5,0.06,0.057692308,-4.153846154,1.615384615,12.76923077,1450,-0.230769231,81.12
136,136,136,56.14,0.077844311,0.51497006,0.281437126,0.107784431,0.022988506,0.505747126,0.379310345,0.068965517,65,44,0.08045977,0.053892216,5.485580563,0.922293344,-9.787321908,2100,-2.656755455,71.67
137,137,137,56.15,0.076923077,0.523076923,0.261538462,0.138461538,0.02,0.64,0.26,0.06,76,57.5,0.04,0.107692308,5.692307692,-11.69230769,0.153846154,1850,6.769230769,59.9
138,138,138,56.16,0.04,0.36,0.44,0.12,0.111111111,0.222222222,0.666666667,0,61,34,0.222222222,0.36,-7.111111111,13.77777778,-22.66666667,2700,13.77777778,73.47
139,139,139,56.17,0.051948052,0.480519481,0.428571429,0.038961039,0.052631579,0.473684211,0.421052632,0,64,44,0.157894737,0.214285714,-0.0683527,0.683526999,0.751879699,2000,5.639097744,82.02
140,140,140,56.18,0.054054054,0.432432432,0.378378378,0.135135135,0.117647059,0.294117647,0.470588235,0.117647059,70,61,0.058823529,0.135135135,-6.359300477,13.83147854,-9.220985692,900,7.631160572,54.36
141,141,141,56.19,0,0.515151515,0.348484848,0.121212121,0.01369863,0.410958904,0.506849315,0.068493151,54.5,44,0.068493151,0.227272727,-1.369863014,10.4192611,-15.83644666,1050,15.87795766,65.81
142,142,142,56.2,0.049295775,0.415492958,0.450704225,0.070422535,0.052631579,0.403508772,0.412280702,0.131578947,55.5,45.5,0.122807018,0.211267606,-0.33358043,1.198418582,3.84235236,1000,8.846058809,68.84
143,143,143,56.21,0.02173913,0.184782609,0.739130435,0.054347826,0.028571429,0.228571429,0.657142857,0.085714286,68.5,56,0.142857143,0.086956522,-0.683229814,-4.378881988,8.198757764,1250,-5.590062112,54.67
144,144,144,57.06,0.045045045,0.135135135,0.738738739,0.081081081,0.013888889,0.111111111,0.819444444,0.055555556,76,59,0.083333333,0.09009009,3.115615616,2.402402402,-8.070570571,1700,0.675675676,35.75
145,145,145,57.09,0.027777778,0,0.888888889,0.083333333,0.027777778,0.083333333,0.722222222,0.166666667,75,71.5,0.055555556,0.055555556,0,-8.333333333,16.66666667,350,0,28.06
146,146,146,57.1,0.085714286,0.114285714,0.714285714,0.085714286,0,0.318181818,0.590909091,0.090909091,50,51.5,0.181818182,0.342857143,8.571428571,-20.38961039,12.33766234,-150,16.1038961,65.27
147,147,147,57.11,0.068627451,0.098039216,0.715686275,0.117647059,0.010416667,0.104166667,0.770833333,0.114583333,84,82,0.010416667,0.098039216,5.821078431,-0.612745098,-5.514705882,200,8.762254902,16.05
148,148,148,57.12,0.020833333,0.020833333,0.875,0.083333333,0,0.029411765,0.823529412,0.147058824,69.5,62.5,0,0.083333333,2.083333333,-0.857843137,5.147058824,700,8.333333333,15.3
149,149,149,57.13,0.025974026,0.051948052,0.753246753,0.168831169,0.050847458,0.152542373,0.627118644,0.169491525,111,94,0.050847458,0.064935065,-2.487343165,-10.05943209,12.61281092,1700,1.408760731,12.59
150,150,150,57.14,0.066176471,0.147058824,0.610294118,0.161764706,0.039215686,0.058823529,0.843137255,0.058823529,109.5,99,0.039215686,0.058823529,2.696078431,8.823529412,-23.28431373,1050,1.960784314,19.56
151,151,151,57.15,0,0.148148148,0.759259259,0.092592593,0,0.027027027,0.945945946,0.027027027,90,50,0.027027027,0.074074074,0,12.11211211,-18.66866867,4000,4.704704705,10.02
152,152,152,57.16,0.151162791,0.174418605,0.604651163,0.069767442,0.068965517,0.24137931,0.574712644,0.103448276,51.5,48,0.149425287,0.186046512,8.219727346,-6.696070569,2.993851911,350,3.662122427,58.22
153,153,153,57.17,0.134146341,0.292682927,0.451219512,0.097560976,0.104166667,0.145833333,0.6875,0.0625,60,47,0.104166667,0.12195122,2.99796748,14.68495935,-23.62804878,1300,1.778455285,51.6
154,154,154,58.11,0.02739726,0.02739726,0.863013699,0.082191781,0.013513514,0.013513514,0.878378378,0.094594595,73,62,0.067567568,0.054794521,1.388374676,1.388374676,-1.536467975,1100,-1.277304702,16.77
155,155,155,58.12,0,0.026315789,0.842105263,0.131578947,0.166666667,0,0.791666667,0.041666667,104.5,95.5,0.041666667,0.078947368,-16.66666667,2.631578947,5.043859649,900,3.728070175,34.52
156,156,156,58.15,0.033333333,0.083333333,0.716666667,0.15,0.018867925,0.037735849,0.754716981,0.188679245,129,153,0,0,1.446540881,4.559748428,-3.805031447,-2400,0,20.42
157,157,157,58.16,0.071428571,0.014285714,0.728571429,0.185714286,0.047619048,0.063492063,0.793650794,0.095238095,130.5,110,0.031746032,0.028571429,2.380952381,-4.920634921,-6.507936508,2050,-0.317460317,20.87
158,158,158,58.17,0.056818182,0.011363636,0.784090909,0.147727273,0.056338028,0.014084507,0.830985915,0.098591549,99.5,94,0.014084507,0.022727273,0.048015365,-0.272087068,-4.68950064,550,0.864276569,18.18
159,159,159,58.23,0.18579235,0.054644809,0.606557377,0.153005464,0.080745342,0.062111801,0.788819876,0.062111801,120,98,0.055900621,0.054644809,10.50470081,-0.74669925,-18.22624987,2200,-0.125581237,18.98
160,160,160,58.24,0.074534161,0.223602484,0.627329193,0.068322981,0.090909091,0.136363636,0.772727273,0,84,58,0.045454545,0.055900621,-1.637492942,8.723884811,-14.53980802,2600,1.044607566,85.66
161,161,161,58.25,0.091666667,0.1,0.708333333,0.1,0.071428571,0.142857143,0.75,0.023809524,74,71,0.047619048,0.1,2.023809524,-4.285714286,-4.166666667,300,5.238095238,47.7
162,162,162,58.26,0.020408163,0.040816327,0.816326531,0.12244898,0.034482759,0.034482759,0.862068966,0.034482759,60,40,0.172413793,0.306122449,-1.407459536,0.633356791,-4.57424349,2000,13.37086559,38.92
